,Brand,Resolution,Size ,Selling Price,Original Price,Operating System,Rating,Discount
874,T-SERIES,HD LED,32,15999,20990,Android,4.237685459940661,4991
875,T-SERIES,Full HD LED,40,18499,25990,Android,4.237685459940661,7491
876,TOSHIBA,Full HD LED,43,24999,31990,VIDAA,4.237685459940661,6991
877,TOSHIBA,Ultra HD LED,65,66999,84990,VIDAA,4.5,17991
878,TOSHIBA,Full HD LED,49,29999,51999,VIDAA,4.237685459940661,22000
879,TOSHIBA,Ultra HD LED,65,96999,133990,VIDAA,4.237685459940661,36991
880,TCL ,HD LED,32,6166,19990,HomeOS,4.2,13824
881,TCL ,HD LED,24,6940,15490,HomeOS,4.2,8550
882,TCL ,HD LED,40,8679,29990,HomeOS,4.0,21311
883,SHARP ,Full HD LED,60,229900,229900,Linux,4.237685459940661,0
884,SHARP ,Full HD LED,46,151990,151990,Linux,4.237685459940661,0
885,SHARP ,Full HD LED,70,449900,449900,Linux,4.237685459940661,0
886,SHARP ,Full HD LED,52,199990,199990,Linux,4.237685459940661,0
887,SHARP ,Full HD LED,40,103990,103990,Linux,4.237685459940661,0
888,SHARP ,HD LED,32,15990,22500,Linux,3.0,6510
889,SHARP ,HD LED,24,8220,14990,Linux,3.7,6770
890,SANSUI ,Ultra HD LED,43,30490,35350,Linux,4.1,4860
891,SANSUI ,Ultra HD LED,55,40999,53290,Linux,4.2,12291
893,SANSUI ,QLED Ultra HD,55,49900,72590,Linux,4.3,22690
894,SANSUI ,Ultra HD LED,65,47999,70290,Linux,4.1,22291
895,SANSUI ,Full HD LED,49,25999,49999,Android,4.3,24000
896,SANSUI ,Ultra HD LED,49,59990,59990,Linux,4.237685459940661,0
897,SANSUI ,HD LED,24,10500,14900,Android,4.237685459940661,4400
898,SONY ,Ultra HD LED,55,79290,109900,Linux,4.7,30610
900,SONY ,Ultra HD LED,65,118641,183249,Linux,4.7,64608
901,SONY ,Ultra HD LED,50,83491,99913,Linux,4.7,16422
902,SONY ,Full HD LED,43,53423,53423,Linux,4.4,0
903,SONY ,Full HD LED,40,29999,49900,Linux,4.4,19901
904,SONY ,HD LED,32,25990,31990,Linux,4.4,6000
905,SONY ,Full HD LED,32,21223,33900,Linux,4.5,12677
906,SONY ,Ultra HD LED,49,54999,114900,Linux,4.6,59901
907,SONY ,Full HD LED,43,44999,57900,Linux,4.4,12901
908,SONY ,Full HD LED,40,41499,51900,Linux,4.6,10401
909,SONY ,Ultra HD LED,65,149990,184990,Linux,4.3,35000
910,SONY ,HD LED,32,32900,32900,Linux,4.4,0
911,SONY ,Full HD LED,43,56900,56900,Linux,4.6,0
